movieId,year,title,genres,imdbId,tmdbId
6006,2003,Just Married,Comedy|Romance,305711,12090
6012,2003,"Guy Thing, A",Comedy|Romance,295289,9582
6058,2003,Final Destination 2,Horror|Thriller,309593,9358
6155,2003,How to Lose a Guy in 10 Days,Comedy|Romance,251127,9919
6156,2003,Shanghai Knights,Action|Adventure|Comedy,300471,6038
6158,2003,"Jungle Book 2, The",Animation|Children,283426,14873
6185,2003,Dark Blue,Action|Crime|Drama|Thriller,279331,4911
6186,2003,Gods and Generals,Action|Drama|War,279111,16072
6187,2003,"Life of David Gale, The",Crime|Drama|Thriller,289992,11615
6188,2003,Old School,Comedy,302886,11635
6196,2003,Cradle 2 the Grave,Action|Crime|Drama|Thriller,306685,10623
6212,2003,Bringing Down the House,Comedy,305669,10678
6213,2003,Tears of the Sun,Action|Drama|Thriller,314353,9567
6219,2003,"Hunted, The",Action|Drama|Thriller,269347,10632
6249,2003,Boat Trip,Comedy,285462,9557
6250,2003,Dreamcatcher,Drama|Horror|Scifi|Thriller,285531,6171
6263,2003,Basic,Drama|Thriller|War,264395,10782
6264,2003,"Core, The",Action|Drama|Scifi|Thriller,298814,9341
6280,2003,"Man Apart, A",Action|Crime|Drama|Thriller,266465,8409
6290,2003,House of 1000 Corpses,Horror,251736,2662
6296,2003,"Mighty Wind, A",Comedy|Musical,310281,13370
6323,2003,Identity,Crime|Horror|Mystery|Thriller,309698,2832
6332,2003,"Lizzie McGuire Movie, The",Children|Comedy|Romance,306841,18736
6333,2003,X2: X-Men United,Action|Adventure|Scifi|Thriller,290334,36658
6338,2003,Daddy Day Care,Children|Comedy,317303,10708
6365,2003,"Matrix Reloaded, The",Action|Adventure|Scifi|Thriller|Imax,234215,604
6373,2003,Bruce Almighty,Comedy|Drama|Fantasy|Romance,315327,310
6377,2003,Finding Nemo,Adventure|Animation|Children|Comedy,266543,12
6378,2003,"Italian Job, The",Action|Crime,317740,9654
6379,2003,Wrong Turn,Horror|Thriller,295700,9902
6383,2003,"2 Fast 2 Furious (Fast and the Furious 2, The)",Action|Crime|Thriller,322259,584
6482,2003,Dumb and Dumberer: When Harry Met Lloyd,Comedy,329028,10152
6483,2003,From Justin to Kelly,Musical|Romance,339034,31246
6484,2003,Hollywood Homicide,Action|Crime|Drama,329717,11375
6493,2003,Alex and Emma,Comedy|Drama|Romance,318283,17813
6503,2003,Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime|Thriller,305357,9471
6534,2003,Hulk,Action|Adventure|Scifi,286716,1927
6535,2003,"Legally Blonde 2: Red, White & Blonde",Comedy,333780,10327
6536,2003,Sinbad: Legend of the Seven Seas,Adventure|Animation|Children|Fantasy,165982,14411
6537,2003,Terminator 3: Rise of the Machines,Action|Adventure|Scifi,181852,296
6538,2003,Swimming Pool,Drama|Mystery|Thriller,324133,302
6539,2003,Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Comedy|Fantasy,325980,22
6541,2003,"League of Extraordinary Gentlemen, The (a.k.a. LXG)",Action|Fantasy|Scifi,311429,8698
6548,2003,Bad Boys II,Action|Comedy|Crime|Thriller,172156,8961
6550,2003,Johnny English,Action|Comedy|Thriller,274166,9486
6564,2003,Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Comedy|Romance|Thriller,325703,1996
6565,2003,Seabiscuit,Drama,329575,4464
6566,2003,Spy Kids 3-D: Game Over,Action|Adventure|Children,338459,12279
6586,2003,American Wedding (American Pie 3),Comedy,328828,8273
6587,2003,Gigli,Comedy|Crime|Romance,299930,8046
6593,2003,Freaky Friday,Children|Comedy|Fantasy,322330,10330
6595,2003,S.W.A.T.,Action|Thriller,257076,9257
6615,2003,Freddy vs. Jason,Action|Horror|Thriller,329101,6466
6617,2003,Open Range,Western,316356,2055
6624,2003,Agent Cody Banks,Action|Adventure|Children|Fantasy,313911,10923
6685,2003,Marci X,Comedy|Musical,266747,32316
6695,2003,Jeepers Creepers 2,Horror|Thriller,301470,11351
6703,2003,"Order, The",Horror|Mystery|Thriller,304711,9616
6705,2003,Party Monster,Comedy|Crime|Drama|Thriller,320244,1415
6709,2003,Once Upon a Time in Mexico,Action|Adventure|Crime|Thriller,285823,1428
6711,2003,Lost in Translation,Comedy|Drama|Romance,335266,153
6754,2003,Underworld,Action|Fantasy|Horror,320691,277
6763,2003,Duplex,Comedy|Crime,266489,7288
6764,2003,"Rundown, The",Action|Adventure|Comedy,327850,10159
6769,2003,Mambo Italiano,Comedy,330602,321
6773,2003,"Triplets of Belleville, The (Les triplettes de Belleville)",Animation|Comedy|Fantasy,286244,9662
6862,2003,Out of Time,Crime|Drama|Thriller,313443,2116
6863,2003,School of Rock,Comedy|Musical,332379,1584
6867,2003,"Station Agent, The",Comedy|Drama,340377,2056
6868,2003,Wonderland,Crime|Drama|Mystery|Thriller,335563,4997
6870,2003,Mystic River,Crime|Drama|Mystery,327056,322
6873,2003,Intolerable Cruelty,Comedy|Romance,138524,11775
6874,2003,Kill Bill: Vol. 1,Action|Crime|Thriller,266697,24
6884,2003,Veronica Guerin,Crime|Drama|Thriller,312549,10629
6885,2003,In the Cut,Crime|Drama|Mystery|Romance|Thriller,199626,10944
6887,2003,Radio,Drama,316465,13920
6888,2003,Scary Movie 3,Comedy|Horror,306047,4256
6932,2003,Shattered Glass,Crime|Drama,323944,13537
6934,2003,"Matrix Revolutions, The",Action|Adventure|Scifi|Thriller|Imax,242653,605
6936,2003,Elf,Children|Comedy|Fantasy,319343,10719
6942,2003,Love Actually,Comedy|Drama|Romance,314331,508
6946,2003,Looney Tunes: Back in Action,Action|Animation|Children|Fantasy,318155,10715
6947,2003,Master and Commander: The Far Side of the World,Adventure|Drama|War,311113,8619
6948,2003,Tupac: Resurrection,Documentary,343121,21525
6952,2003,Gothika,Horror|Thriller,348836,4970
6953,2003,21 Grams,Crime|Drama|Mystery|Romance|Thriller,315733,470
6954,2003,"Barbarian Invasions, The (Les invasions barbares)",Comedy|Crime|Drama|Mystery|Romance,338135,11042
6957,2003,Bad Santa,Comedy|Crime,307987,10147
6958,2003,"Haunted Mansion, The",Children|Comedy|Fantasy|Horror,338094,10756
6959,2003,Timeline,Action|Adventure|Scifi,300556,9562
7142,2003,Honey,Drama|Romance,322589,10028
7143,2003,"Last Samurai, The",Action|Adventure|Drama|War,325710,616
7147,2003,Big Fish,Drama|Fantasy|Romance,319061,587
7149,2003,Something's Gotta Give,Comedy|Drama|Romance,337741,6964
7150,2003,Stuck on You,Comedy,338466,1792
7153,2003,"Lord of the Rings: The Return of the King, The",Action|Adventure|Drama|Fantasy,167260,122
7158,2003,House of Sand and Fog,Drama,315983,11093
7160,2003,Monster,Crime|Drama,340855,504
7161,2003,Cheaper by the Dozen,Children|Comedy,349205,11007
7162,2003,Cold Mountain,Drama|Romance|War,159365,2289
7163,2003,Paycheck,Action|Scifi|Thriller,338337,9620
7169,2004,Chasing Liberty,Comedy|Romance,360139,14844
7173,2004,Along Came Polly,Comedy|Romance,343135,5966
7175,2004,Torque,Action|Crime,329691,10718
7254,2004,The Butterfly Effect,Drama|Scifi|Thriller,289879,1954
7255,2004,Win a Date with Tad Hamilton!,Comedy|Romance,335559,13476
7257,2004,"Big Bounce, The",Comedy|Crime|Thriller,315824,12634
7260,2003,Latter Days,Comedy|Drama|Romance,345551,15708
7261,2004,Barbershop 2: Back in Business,Comedy,337579,21301
7262,2004,Catch That Kid,Action|Adventure|Children|Comedy|Crime,337917,20483
7263,2004,Miracle,Drama,349825,14292
7285,2003,Thirteen,Drama,328538,11023
7293,2004,50 First Dates,Comedy|Romance,343660,1824
7294,2004,Welcome to Mooseport,Comedy,361925,16784
7315,2004,Against the Ropes,Comedy|Drama,312329,8842
7316,2004,Confessions of a Teenage Drama Queen,Comedy,361467,11132
7317,2004,EuroTrip,Adventure|Comedy,356150,9352
7318,2004,"Passion of the Christ, The",Drama,335345,615
7319,2004,Club Dread,Comedy|Horror,331953,11217
7323,2003,"Good bye, Lenin!",Comedy|Drama,301357,338
7324,2004,Hidalgo,Adventure|Drama,317648,2023
7325,2004,Starsky & Hutch,Action|Comedy|Crime|Thriller,335438,9384
7345,2004,Agent Cody Banks 2: Destination London,Action|Adventure|Children|Comedy,358349,17047
7346,2004,"Girl Next Door, The",Comedy|Romance,265208,10591
7347,2004,Secret Window,Mystery|Thriller,363988,1586
7360,2004,Dawn of the Dead,Action|Drama|Horror|Thriller,363547,924
7361,2004,Eternal Sunshine of the Spotless Mind,Drama|Romance|Scifi,338013,38
7366,2004,Jersey Girl,Comedy|Drama|Romance,300051,9541
7373,2004,Hellboy,Action|Adventure|Fantasy|Horror,167190,1487
7374,2004,Home on the Range,Animation|Children|Comedy|Musical|Western,299172,13700
7376,2004,Walking Tall,Action,351977,11358
7378,2004,Johnson Family Vacation,Comedy,359517,19084
7379,2004,The Alamo,Drama|War|Western,318974,10733
7380,2004,Ella Enchanted,Comedy|Fantasy|Romance,327679,14442
7381,2004,"Whole Ten Yards, The",Action|Comedy|Crime,327247,2122
7437,2004,Connie and Carla,Comedy,345074,15673
7438,2004,Kill Bill: Vol. 2,Action|Drama|Thriller,378194,393
7439,2004,"Punisher, The",Action|Crime|Thriller,330793,7220
7444,2004,13 Going on 30,Comedy|Fantasy|Romance,337563,10096
7445,2004,Man on Fire,Action|Crime|Drama|Mystery|Thriller,328107,9509
7449,2004,Godsend,Drama|Horror|Thriller,335121,11058
7450,2004,Laws of Attraction,Comedy|Romance,323033,11141
7451,2004,Mean Girls,Comedy,377092,10625
7455,2003,"Mudge Boy, The",Drama,339419,26899
7458,2004,Troy,Action|Adventure|Drama|War,332452,652
8360,2004,Shrek 2,Adventure|Animation|Children|Comedy|Musical|Romance,298148,809
8361,2004,"Day After Tomorrow, The",Action|Adventure|Drama|Scifi|Thriller,319262,435
8362,2004,Raising Helen,Comedy|Drama|Romance,350028,4599
8363,2004,Soul Plane,Comedy,367085,12657
8368,2004,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|Imax,304141,673
8369,2004,Mindhunters,Action|Crime|Horror|Mystery|Thriller,297284,16617
8371,2004,"Chronicles of Riddick, The",Action|Scifi|Thriller,296572,2789
8372,2004,Garfield: The Movie,Animation|Children|Comedy,356634,8920
8373,2004,"Stepford Wives, The",Comedy|Fantasy|Thriller,327162,9890
8376,2004,Napoleon Dynamite,Comedy,374900,8193
8464,2004,Super Size Me,Comedy|Documentary|Drama,390521,9372
8526,2004,Around the World in 80 Days,Adventure|Children|Comedy,327437,10204
8528,2004,Dodgeball: A True Underdog Story,Comedy,364725,9472
8529,2004,"Terminal, The",Comedy|Drama|Romance,362227,594
8531,2004,White Chicks,Action|Comedy|Crime,381707,12153
8533,2004,"Notebook, The",Drama|Romance,332280,11036
8534,2004,Two Brothers (Deux frères),Adventure|Children|Drama,338512,1997
8622,2004,Fahrenheit 9/11,Documentary,361596,1777
8636,2004,Spider-Man 2,Action|Adventure|Scifi|Imax,316654,558
8638,2004,Before Sunset,Drama|Romance,381681,80
8641,2004,Anchorman: The Legend of Ron Burgundy,Comedy,357413,8699
8643,2004,"Cinderella Story, A",Comedy|Romance,356470,11247
8644,2004,"I, Robot",Action|Adventure|Scifi|Thriller,343818,2048
8665,2004,"Bourne Supremacy, The",Action|Crime|Thriller,372183,2502
8666,2004,Catwoman,Action|Crime|Fantasy,327554,314
8667,2004,A Home at the End of the World,Drama|Romance,359423,18923
8781,2004,"Manchurian Candidate, The",Thriller,368008,14462
8782,2004,Thunderbirds,Action|Adventure|Fantasy|Scifi,167456,14623
8783,2004,"Village, The",Drama|Mystery|Thriller,368447,6947
8784,2004,Garden State,Comedy|Drama|Romance,333766,401
8798,2004,Collateral,Action|Crime|Drama|Thriller,369339,1538
8799,2004,Little Black Book,Comedy|Romance,361841,14846
8807,2004,Harold and Kumar Go to White Castle,Adventure|Comedy,366551,11282
8808,2004,"Princess Diaries 2: Royal Engagement, The",Comedy|Romance,368933,11130
8810,2004,AVP: Alien vs. Predator,Action|Horror|Scifi|Thriller,370263,395
8814,2004,Without a Paddle,Comedy,364751,10762
8815,2004,Exorcist: The Beginning,Horror|Thriller,204313,11026
8830,2004,Anacondas: The Hunt for the Blood Orchid,Adventure|Drama|Horror|Scifi|Thriller,366174,11237
8831,2004,Suspect Zero,Crime|Thriller,324127,8080
8833,2004,Vanity Fair,Drama|Romance,241025,11632
8834,2004,"Cookout, The",Comedy,380277,18475
8835,2004,Paparazzi,Drama|Thriller,338325,15644
8836,2004,Wicker Park,Drama|Romance|Thriller,324554,11208
8860,2004,Cellular,Action|Crime|Drama|Mystery|Thriller,337921,9759
8861,2004,Resident Evil: Apocalypse,Action|Horror|Scifi|Thriller,318627,1577
8864,2004,Mr. 3000,Comedy|Drama,339412,16232
8865,2004,Sky Captain and the World of Tomorrow,Action|Adventure|Scifi,346156,5137
8866,2004,Wimbledon,Comedy|Romance,360201,11823
8874,2004,Shaun of the Dead,Comedy|Horror,365748,747
8907,2004,Shark Tale,Animation|Children|Comedy,307453,10555
8908,2004,Ladder 49,Action|Drama|Thriller,349710,11128
8911,2004,Raise Your Voice,Romance,361696,14024
8914,2004,Primer,Drama|Scifi,390384,14337
8916,2004,Shall We Dance?,Comedy|Romance,358135,4380
8917,2004,Team America: World Police,Action|Adventure|Animation|Comedy,372588,3989
8938,2003,Tarnation,Documentary,390538,1435
8947,2004,"Grudge, The",Horror|Mystery|Thriller,391198,1970
8948,2004,Alfie,Comedy|Drama|Romance,375173,8849
8949,2004,Sideways,Comedy|Drama|Romance,375063,9675
8950,2004,The Machinist,Drama|Mystery|Thriller,361862,4553
8957,2004,Saw,Horror|Mystery|Thriller,387564,176
8958,2004,Ray,Drama,350258,1677
8961,2004,"Incredibles, The",Action|Adventure|Animation|Children|Comedy,317705,9806
